Company,Industry,Review Title,Review Text,Rating,Date
Booking.com,Travel,,Absolutely awful customer service. Trying to confirm my flight. They've taken my payment but apparently it takes 2 days for the confirmation email to come through. Once they tell you they just cut the... See more,1,2026-08-08T13:49:12.000Z
Booking.com,Travel,,Shocking. Booked three nights away back in July to go away in August. No email confirmation received. Upon trying to cancel reservation before £307 is taken from my account. I’m lead in circles on th... See more,1,2026-08-10T05:01:59.000Z
Booking.com,Travel,,They hide the total fees our hotel ended up being $75 more than listed and didn't show up until I hit submit. Tried to cancel right away but they wouldn't even within 1 minute realize if they ripped... See more,1,2026-08-09T23:05:50.000Z
Booking.com,Travel,,"If I could give them less than 1 star I would! 1st, the property they represent at 2500 Pennsylvania Ave (Washington DC) is terrible. Dirty, poorly maintained, and A/C barely working. We we discuss... See more",1,2026-08-09T15:56:38.000Z
Booking.com,Travel,⭐ 1/5,"⭐ 1/5 — EXTREMELY DISAPPOINTING EXPERIENCE — AVOID BOOKING.COM

I am writing this review after repeatedly trying to resolve a serious issue with Booking.com and receiving no proper solution.

I made a reservation through Booking.com for Montenegro Lodge in Kavač, Montenegro (Booking Confirmation No. 5698872168) and paid for the accommodation.

When we arrived, we were informed that the property was FULLY BOOKED and could not accommodate us, despite the fact that we had a confirmed and paid reservation through Booking.com.

We were left without the accommodation we had already paid for and had to deal with finding another place to stay at the last minute. This situation was completely outside of our control.

Since then, I have tried REPEATEDLY to contact Booking.com through their available customer service channels regarding my refund. I have sent messages, tried their customer service system and followed up multiple times, yet I still have NO proper resolution and NO refund.

What makes this even more unacceptable is that I did not cancel because I changed my plans. The property itself could not provide the accommodation that Booking.com had confirmed and accepted payment for.

I should not have to spend days chasing a company to recover money for a service that was NEVER PROVIDED.

Booking.com should take responsibility for reservations made through its platform and protect customers when a confirmed property cannot accommodate them. Instead, I have been left chasing customer service with no clear answer about when my money will be returned.

This has caused unnecessary stress, inconvenience and additional expense during our trip.

I am requesting an immediate FULL REFUND to my original payment method and written confirmation that this case has been resolved.

Until Booking.com returns my money and properly addresses this complaint, I cannot recommend using this platform.

⚠️ My advice to other travelers: think very carefully before paying for accommodation through Booking.com. If something goes wrong with your reservation, getting proper assistance or even getting your money back can be extremely difficult.

I will update this review if and when Booking.com finally refunds my money and resolves the case.",1,2026-08-11T16:44:17.000Z
Booking.com,Travel,Avoid using Booking.com at all costs,"Booking made via booking.com for third party hotel, payment taken from credit card without authorisation by booking.com, timing of this not stipulated in booking email confirmation, contacted customer services via on line chat, phone, email, contacts Engellyn, Rob and Johnabel all either disconnected me or were unresponsive to chats, subsequently contacted their CEO. maybe he will respond but I doubt it!.
Shocking customer service.",1,2026-08-11T16:19:52.000Z
Booking.com,Travel,If I could give a minus I would,"If I could give a minus I would. Cancelled my partners hotel without telling him. On arrival home we chased for the refund as they still took half of the money. They tried to blame the hotel saying they cancelled it and would have to ask them for the refund. Still a month on and no sign of any money and are trying to say that their cancellation policy is to take half of the initial charge, despite them being the ones to cancel. Call handlers don't have a clue what they are doing and when we try to raise a complaint just get an automatic email saying error. Absolute joke!! We will get our money back no matter what it takes. Avoid booking com at all costs please.",1,2026-08-11T16:01:51.000Z
Booking.com,Travel,DO NOT USE BOOKING.COM.,"DO NOT USE BOOKING.COM.

I attempted to change the dates of my reservation well before the 48-hour deadline because I became seriously ill. Despite repeatedly trying to resolve this, I have gotten absolutely nowhere.

Booking.com has repeatedly disconnected my calls when I ask to speak with a supervisor. Westgate has not responded to my calls or emails, and Booking.com keeps telling me they cannot reach the property either.

I did what I was supposed to do and attempted to change my reservation within the required timeframe. Yet I am now stuck in the middle because Booking.com and Westgate cannot—or will not—communicate with each other.

What is most upsetting is the complete lack of assistance from Booking.com. If you are going to act as the booking platform and take customers’ money, you should also be willing and able to help when there is a legitimate problem with a reservation.

I am documenting every call, email, and attempt I have made to resolve this and will be filing a formal complaint with the Better Business Bureau as well.

Based on my experience, I absolutely cannot recommend Booking.com.",1,2026-08-11T15:55:15.000Z
Booking.com,Travel,Extraordinary,"Booking.com has completely transformed the way I approach travel planning. As someone who values efficiency and clarity, I find their platform to be an absolute game-changer. The interface is incredibly intuitive, making it a breeze to compare rates, filter by specific amenities, and pinpoint the perfect accommodation for any trip. Booking.com has completely transformed the way I approach travel planning. As someone who values efficiency and clarity, I find their platform to be an absolute game-changer. The interface is incredibly intuitive, making it a breeze to compare rates, filter by specific amenities, and pinpoint the perfect accommodation for any trip. Booking.com has completely transformed the way I approach travel planning. As someone who values efficiency and clarity, I find their platform to be an absolute game-changer. The interface is incredibly intuitive, making it a breeze to compare rates, filter by specific amenities, and pinpoint the perfect accommodation for any trip.",5,2026-08-11T14:55:05.000Z
Booking.com,Travel,booking.com lied,"This happened a couple of months ago.It is absolutely disgusting that a big company like booking com.Treats their customers just like this.

A couple of months my best friend and I travelled to Melbourne from Brisbane for a holiday for a week. We purchase and paid for a 2 bedroom apartment. In the heart of the city, what we got when we arrived was I heard child that was quite pushy, asking us exactly what time we would be in, because i'm not from that area.I said, I don't know, but probably about one.They said, check in is not till 3 and I said, why ask in the first place.

When we arrived, we were shuttled upstairs to the room.As we walked in, I realised that it was one bedroom apartments instead of two bedroom apartments that we actually paid for.... We spent closer 2 hours trying to talk to somebody from booking com, and when I finally got to speak to somebody, they said that they'll call me straight back, they never called back. It was just an email explaining that they will fix it, and nothing was ever fixed. I do have photo evidence. The hotel themselves and booking.com. Did not help at all, so I had to sleep on a couch. For the duration of the stay.... only because I kept hounding them for appropriate answers.And why they made this mistake?They were giving us next to bear minimum of a twenty percent refund that we never have seen at all. I have so much evidence taken on my phone and both hotel and booking com. As I said before, did not help and actually made the stay worse.It was a horrible hotel that is meant to look glamorous and wonderful, and it is not.

Do you know not stay there? It is disgustine. You could hear people next door the walls with that thin, the only thing that worked well was the heater.

The people that work as a hotel were very rude, and they did not care, they're news that they had our money and was not going to return it.",1,2026-08-11T14:12:53.000Z
Booking.com,Travel,Don’t publish negative reviews,Very easy to use and we’ve had no problems. Use it a lot. Losing a star because they ONLY post positive reviews. Negative reviews don’t get published. Do they even let the property know so they have an opportunity act on the issue? Check on other sites for true reviews.,4,2026-08-11T14:08:10.000Z
