Company,Industry,Review Title,Review Text,Rating,Date,Sentiment
Booking.com,Travel,,Absolutely awful customer service. Trying to confirm my flight. They've taken my payment but apparently it takes 2 days for the confirmation email to come through. Once they tell you they just cut the... See more,1,2026-08-08T13:49:12.000Z,Negative
Booking.com,Travel,,Shocking. Booked three nights away back in July to go away in August. No email confirmation received. Upon trying to cancel reservation before £307 is taken from my account. I’m lead in circles on th... See more,1,2026-08-10T05:01:59.000Z,Negative
Booking.com,Travel,,They hide the total fees our hotel ended up being $75 more than listed and didn't show up until I hit submit. Tried to cancel right away but they wouldn't even within 1 minute realize if they ripped... See more,1,2026-08-09T23:05:50.000Z,Negative
Booking.com,Travel,,"If I could give them less than 1 star I would! 1st, the property they represent at 2500 Pennsylvania Ave (Washington DC) is terrible. Dirty, poorly maintained, and A/C barely working. We we discuss... See more",1,2026-08-09T15:56:38.000Z,Negative
Booking.com,Travel,⭐ 1/5,"⭐ 1/5 — EXTREMELY DISAPPOINTING EXPERIENCE — AVOID BOOKING.COM I am writing this review after repeatedly trying to resolve a serious issue with Booking.com and receiving no proper solution. I made a reservation through Booking.com for Montenegro Lodge in Kavač, Montenegro (Booking Confirmation No. 5698872168) and paid for the accommodation. When we arrived, we were informed that the property was FULLY BOOKED and could not accommodate us, despite the fact that we had a confirmed and paid reservation through Booking.com. We were left without the accommodation we had already paid for and had to deal with finding another place to stay at the last minute. This situation was completely outside of our control. Since then, I have tried REPEATEDLY to contact Booking.com through their available customer service channels regarding my refund. I have sent messages, tried their customer service system and followed up multiple times, yet I still have NO proper resolution and NO refund. What makes this even more unacceptable is that I did not cancel because I changed my plans. The property itself could not provide the accommodation that Booking.com had confirmed and accepted payment for. I should not have to spend days chasing a company to recover money for a service that was NEVER PROVIDED. Booking.com should take responsibility for reservations made through its platform and protect customers when a confirmed property cannot accommodate them. Instead, I have been left chasing customer service with no clear answer about when my money will be returned. This has caused unnecessary stress, inconvenience and additional expense during our trip. I am requesting an immediate FULL REFUND to my original payment method and written confirmation that this case has been resolved. Until Booking.com returns my money and properly addresses this complaint, I cannot recommend using this platform. ⚠️ My advice to other travelers: think very carefully before paying for accommodation through Booking.com. If something goes wrong with your reservation, getting proper assistance or even getting your money back can be extremely difficult. I will update this review if and when Booking.com finally refunds my money and resolves the case.",1,2026-08-11T16:44:17.000Z,Negative
Booking.com,Travel,Avoid using Booking.com at all costs,"Booking made via booking.com for third party hotel, payment taken from credit card without authorisation by booking.com, timing of this not stipulated in booking email confirmation, contacted customer services via on line chat, phone, email, contacts Engellyn, Rob and Johnabel all either disconnected me or were unresponsive to chats, subsequently contacted their CEO. maybe he will respond but I doubt it!. Shocking customer service.",1,2026-08-11T16:19:52.000Z,Negative
Booking.com,Travel,If I could give a minus I would,"If I could give a minus I would. Cancelled my partners hotel without telling him. On arrival home we chased for the refund as they still took half of the money. They tried to blame the hotel saying they cancelled it and would have to ask them for the refund. Still a month on and no sign of any money and are trying to say that their cancellation policy is to take half of the initial charge, despite them being the ones to cancel. Call handlers don't have a clue what they are doing and when we try to raise a complaint just get an automatic email saying error. Absolute joke!! We will get our money back no matter what it takes. Avoid booking com at all costs please.",1,2026-08-11T16:01:51.000Z,Negative
Booking.com,Travel,DO NOT USE BOOKING.COM.,"DO NOT USE BOOKING.COM. I attempted to change the dates of my reservation well before the 48-hour deadline because I became seriously ill. Despite repeatedly trying to resolve this, I have gotten absolutely nowhere. Booking.com has repeatedly disconnected my calls when I ask to speak with a supervisor. Westgate has not responded to my calls or emails, and Booking.com keeps telling me they cannot reach the property either. I did what I was supposed to do and attempted to change my reservation within the required timeframe. Yet I am now stuck in the middle because Booking.com and Westgate cannot—or will not—communicate with each other. What is most upsetting is the complete lack of assistance from Booking.com. If you are going to act as the booking platform and take customers’ money, you should also be willing and able to help when there is a legitimate problem with a reservation. I am documenting every call, email, and attempt I have made to resolve this and will be filing a formal complaint with the Better Business Bureau as well. Based on my experience, I absolutely cannot recommend Booking.com.",1,2026-08-11T15:55:15.000Z,Negative
Booking.com,Travel,Extraordinary,"Booking.com has completely transformed the way I approach travel planning. As someone who values efficiency and clarity, I find their platform to be an absolute game-changer. The interface is incredibly intuitive, making it a breeze to compare rates, filter by specific amenities, and pinpoint the perfect accommodation for any trip. Booking.com has completely transformed the way I approach travel planning. As someone who values efficiency and clarity, I find their platform to be an absolute game-changer. The interface is incredibly intuitive, making it a breeze to compare rates, filter by specific amenities, and pinpoint the perfect accommodation for any trip. Booking.com has completely transformed the way I approach travel planning. As someone who values efficiency and clarity, I find their platform to be an absolute game-changer. The interface is incredibly intuitive, making it a breeze to compare rates, filter by specific amenities, and pinpoint the perfect accommodation for any trip.",5,2026-08-11T14:55:05.000Z,Positive
Booking.com,Travel,booking.com lied,"This happened a couple of months ago.It is absolutely disgusting that a big company like booking com.Treats their customers just like this. A couple of months my best friend and I travelled to Melbourne from Brisbane for a holiday for a week. We purchase and paid for a 2 bedroom apartment. In the heart of the city, what we got when we arrived was I heard child that was quite pushy, asking us exactly what time we would be in, because i'm not from that area.I said, I don't know, but probably about one.They said, check in is not till 3 and I said, why ask in the first place. When we arrived, we were shuttled upstairs to the room.As we walked in, I realised that it was one bedroom apartments instead of two bedroom apartments that we actually paid for.... We spent closer 2 hours trying to talk to somebody from booking com, and when I finally got to speak to somebody, they said that they'll call me straight back, they never called back. It was just an email explaining that they will fix it, and nothing was ever fixed. I do have photo evidence. The hotel themselves and booking.com. Did not help at all, so I had to sleep on a couch. For the duration of the stay.... only because I kept hounding them for appropriate answers.And why they made this mistake?They were giving us next to bear minimum of a twenty percent refund that we never have seen at all. I have so much evidence taken on my phone and both hotel and booking com. As I said before, did not help and actually made the stay worse.It was a horrible hotel that is meant to look glamorous and wonderful, and it is not. Do you know not stay there? It is disgustine. You could hear people next door the walls with that thin, the only thing that worked well was the heater. The people that work as a hotel were very rude, and they did not care, they're news that they had our money and was not going to return it.",1,2026-08-11T14:12:53.000Z,Negative
Booking.com,Travel,Don’t publish negative reviews,Very easy to use and we’ve had no problems. Use it a lot. Losing a star because they ONLY post positive reviews. Negative reviews don’t get published. Do they even let the property know so they have an opportunity act on the issue? Check on other sites for true reviews.,4,2026-08-11T14:08:10.000Z,Positive
Booking.com,Travel,Do not use this company if you value your sanity.,If things go wrong they are virtually impossible to correct. Do not use this company if you value your sanity. The customer service is circus clown level. But sadly it isn't funny. Respond to an English request in Polish telling you to use the booking reference that you have stated in the problem ticket that you don't have. gee thanks. Respond to a flight problem with a number for the accommodation helpline that only deals with accommodation problems. gee thanks doubly so.,1,2026-08-11T13:15:25.000Z,Negative
Booking.com,Travel,Great Experience,"I love booking because I'm feeling much safer when I travel with them. I had an issue when my accommodation was awful, and they found me another one in less than 2 hours, which was 2 stars above what I booked.",5,2026-08-11T13:04:27.000Z,Positive
Booking.com,Travel,LIARS!!!!!,"I have been using booking for leisure and business trips since ages. However, I have noticed recently that they massively dropped their standard, to the point that they are useless on something that we have confirmation. My last experience was by the end of July when we booked 2 apartments in the same block in April 26. Then the property manager upon arrival informed us that our apartments are within 30 min walking distance from each other, you can imagine how painful this was. Furthermore an manager from booking over the phone (I have the record call) promised to refund 10% of the total cost in the same credit card where we made de payment. Liars! At this point they credited the refund into the account of the person who made the booking and they are not willing to refund the money aa promised. THIS IS UNACCEPTABLE, YOU CAN KEEP YOUR MONEY WE ARE NOT USING YOUR APP OR WEBSITE ANYMORE! LIARS!",1,2026-08-11T13:01:59.000Z,Negative
Booking.com,Travel,Booked a pet friendly hotel in Brisbane…,"Booked a pet friendly hotel in Brisbane , paid the full amount to booking.com.After driving close to 9 hours arrived at the hotel and was told there were no more pet friendly rooms available.They (the hotel) showed messages that were sent to booking.com abut my pet dog, but those messages were never forwarded to me.So the hotel did not reserve a pet friendly room for me.I had to book another hotel at 10pm( this time I did a direct booking with the hotel). Was very difficult get hold and to talk to customer service and they assured me that I will get a refund but 1 week later still no reply.Do your selves a favor and book directly through the hotel websites to avoid being stranded with no refund.Will never used booking.com again",1,2026-08-11T12:49:59.000Z,Negative
Booking.com,Travel,Rogue website,"Rogue website, sold an insurance that was not accepted by the car hire company, no refund process! Sold I room that was unusable, so had to rebook at own expense.. no refund. Too late to see the reviews... If you try to connect for a refund, it says tech issues, and disconnects. Why are these traders not blocked from trading..?",1,2026-08-11T12:25:39.000Z,Negative
Booking.com,Travel,Wide of the mark,"It’s just an inaccurate site. Totally misleading. Searching for a stay in the Peak District, most of the options provided were Manchester, Sheffield, Rochdale, Congleton, etc. None of them in the right area. Leas than 10% were actually in the Peak District. What’s the point in that? I wanted to email Booking.com to raise a complaint and they make it impossible for you to contact them. Here’s a bit of advice Booking.com - try putting the customer first in all you do. And anyone thinking of booking through this site, always check the individual property site because it’s invariably cheaper.",1,2026-08-11T12:04:21.000Z,Negative
Booking.com,Travel,Hotel did not exist - nobody cared,"I booked a hotel in London. After looking for more information about it online and found none I investigated further. I found clear evidence that this hotel did not in fact exist - the location given was a pub, none of the contact details worked, the photos did not match the given (spurious) location. This was The London Crown near Tower of London which offers apartments. I reported this to booking.com and they said they would contact the property. They did and got no response. No further action was taken. I raised it again and they contacted the property, received no response and did nothing. I raised it a 3rd time (by this point two reviews of hotel reported it as a scam) and asked for a refund. They said they were still investigating and would not provide a refund at this point - this was for a booking in 3 days time for my family. When I went to question this the agent closed the chat. Investigating further, I found a few similar properties in the London area on booking.com - apparently good quality properties at low prices in good areas but with no online presence. I would definitely not use booking.com again (this was my first booking through them) as clearly they do not vet properties rigorously and listings cannot be trusted",1,2026-08-11T12:01:47.000Z,Negative
Booking.com,Travel,3 Months No refund No proof and rude customer service,"Title: 3 months, no refund, no proof, and rude customer service I booked a flight through Booking.com which was cancelled by the airline (Air Tanzania). It has now been over 3 months and I still have not received my refund. When I contacted customer service to ask for proof that the airline is even processing the refund, I was told they ""cannot provide any proof"" and my chat was disconnected without resolution. I was spoken to rudely and given no clear timeline, no documentation, and no accountability. For a company that takes payment instantly, this level of delay and lack of transparency for refunds is unacceptable. I would not trust Booking.com with a cancelled flight again — once something goes wrong, they offer no support and no evidence of progress. I am now escalating this through consumer protection channels since Booking.com support has failed to resolve it.",1,2026-08-11T11:02:19.000Z,Negative
Booking.com,Travel,Awful costumer service,"Awful costumer service I have tried many several times to cancel my hotel bookingnumber 6678518214 but it seems impossible. I have called and got a number to a Danish agent who never answered og called back. I have wrote mails too but nothing worked. When everything goes smooth, it's OK to use booking.com but when things goes wrong you get no help from a person, only a machine who don't understand what you are saying. Don't use this company....",1,2026-08-11T10:56:38.000Z,Negative
Booking.com,Travel,0----rating,"0----rating! ABSOLUTELY ATROCIOUS customer service. I have used the site many times before to book accommodation which has been fine. On Saturday I booked a hotel in Copenhagen and was offered flight through the site so I booked them. I then got a message stating 'your booking is pending airline confirmation'. This was over 48 hours ago and I have tried to contact Customer service several times but their AI bot cannot help with flight bookings. Absolutely no humans to talk to, no way of contacting them on the phone about a flight booking and the email responses ask for more information (that is already in the email) and then don't come back to you. I have no idea if I am booked on a flight or not as money still pending in my account. Stress and time wasting chasing I could do without. I will never use this site again. Its scandalous!!!!",1,2026-08-11T10:55:34.000Z,Negative
Booking.com,Travel,Never ever ever book a car rental via…,"Never ever ever book a car rental via Booking if you depend on others to arrive on time to pick up your rental. My flight was delayed by 3 hours and I arrive a little for pick up time I had selected. I had of course added my flight number to the booking so they would have known this but irrelevant. I was not given the car I had booked and paid for, on a 7 day booking. I have used Booking many times for hotels and when I saw the car rental option on the app thought of trying it. DON’T, save yourself a huge headache. The car rental company in this case was Budget via Booking. You cannot use their phone number for help as you are not a direct customer and Booking will just talk of Terms and Conditions and refuse to help. Consider yourself stranded. Budget saying they can’t release the car which is in the carpark on a 7 day rental as the “system” is now blocked from them releasing it as I was late. I had to pay for a whole new car rental booking! A total disgrace. The feeling that the two companies are colluding to rob you. A tip for Booking contract lawyers, next time you discuss this kind of thing with your external suppliers (in this case Budget) include a customer service representative in at least one meeting. Someone who has a heart as well as a brain. It’s not right what you are doing, tantamount to theft.",1,2026-08-11T10:17:02.000Z,Negative
